server_timestamp_ms,client_id,snapshot_id,seq_num,cpu_percent,recv_time_ms,latency_ms
1765121797653,1,82,82,,,
1765121797653,1,82,,,1765121797669,16
1765121797680,1,83,83,,,
1765121797680,1,83,,,1765121797685,5
1765121797705,1,84,84,,,
1765121797705,1,84,,,1765121797716,11
1765121797731,1,85,85,,,
1765121797731,1,85,,,1765121797733,2
1765121797756,1,86,86,,,
1765121797756,1,86,,,1765121797764,8
1765121797782,1,87,87,,,
1765121797782,1,87,,,1765121797795,13
1765121797808,1,88,88,,,
1765121797808,1,88,,,1765121797811,3
1765121797833,1,89,89,,,
1765121797833,1,89,,,1765121797844,11
1765121797858,1,90,90,,,
1765121797858,1,90,,,1765121797859,1
1765121797884,1,91,91,,,
1765121797884,1,91,,,1765121797890,6
1765121797909,1,92,92,,,
1765121797909,1,92,,,1765121797922,13
1765121797934,1,93,93,,,
1765121797934,1,93,,,1765121797938,4
1765121797960,1,94,94,,,
1765121797960,1,94,,,1765121797970,10
1765121797985,1,95,95,,,
1765121797985,1,95,,,1765121797986,1
1765121798010,1,96,96,,,
1765121798010,1,96,,,1765121798017,7
1765121798036,1,97,97,,,
1765121798036,1,97,,,1765121798048,12
1765121798062,1,98,98,,,
1765121798062,1,98,,,1765121798064,2
1765121798088,1,99,99,,,
1765121798088,1,99,,,1765121798096,8
1765121798113,1,100,100,,,
1765121798113,1,100,,,1765121798127,14
1765121798138,1,101,101,,,
1765121798138,1,101,,,1765121798142,4
1765121798164,1,102,102,,,
1765121798164,1,102,,,1765121798174,10
1765121798189,1,103,103,,,
1765121798189,1,103,,,1765121798190,1
1765121798215,1,104,104,,,
1765121798215,1,104,,,1765121798221,6
1765121798241,1,105,105,,,
1765121798241,1,105,,,1765121798253,12
1765121798266,1,106,106,,,
1765121798266,1,106,,,1765121798269,3
1765121798291,1,107,107,,,
1765121798291,1,107,,,1765121798302,11
1765121798317,1,108,108,,,
1765121798317,1,108,,,1765121798318,1
1765121798343,1,109,109,,,
1765121798343,1,109,,,1765121798349,6
1765121798369,1,110,110,,,
1765121798369,1,110,,,1765121798380,11
1765121798394,1,111,111,,,
1765121798394,1,111,,,1765121798395,1
1765121798419,1,112,112,,,
1765121798419,1,112,,,1765121798427,8
1765121798445,1,113,113,,,
1765121798445,1,113,,,1765121798458,13
1765121798471,1,114,114,,,
1765121798471,1,114,,,1765121798473,2
1765121798497,1,115,115,,,
1765121798497,1,115,,,1765121798506,9
1765121798522,1,116,116,,,
1765121798522,1,116,,,1765121798522,0
1765121798548,1,117,117,,,
1765121798548,1,117,,,1765121798554,6
1765121798574,1,118,118,,,
1765121798574,1,118,,,1765121798585,11
1765121798599,1,119,119,,,
1765121798599,1,119,,,1765121798601,2
1765121798625,1,120,120,,,
1765121798625,1,120,,,1765121798632,7
1765121798650,1,121,121,,,
1765121798650,1,121,,,1765121798664,14
1765121798676,1,122,122,,,
1765121798676,1,122,,,1765121798679,3
1765121798701,1,123,123,,,
1765121798701,1,123,,,1765121798725,24
1765121798727,1,124,124,,,
1765121798727,1,124,,,1765121798741,14
1765121798753,1,125,125,,,
1765121798753,1,125,,,1765121798757,4
1765121798778,1,126,126,,,
1765121798778,1,126,,,1765121798789,11
1765121798804,1,127,127,,,
1765121798804,1,127,,,1765121798805,1
1765121798830,1,128,128,,,
1765121798830,1,128,,,1765121798834,4
1765121798856,1,129,129,,,
1765121798856,1,129,,,1765121798866,10
1765121798882,1,130,130,,,
1765121798882,1,130,,,1765121798898,16
1765121798908,1,131,131,,,
1765121798908,1,131,,,1765121798914,6
1765121798934,1,132,132,,,
1765121798934,1,132,,,1765121798946,12
1765121798960,1,133,133,,,
1765121798960,1,133,,,1765121798962,2
1765121798985,1,134,134,,,
1765121798985,1,134,,,1765121798993,8
1765121799011,1,135,135,,,
1765121799011,1,135,,,1765121799024,13
1765121799037,1,136,136,,,
1765121799037,1,136,,,1765121799040,3
1765121799062,1,137,137,,,
1765121799062,1,137,,,1765121799072,10
1765121799088,1,138,138,,,
1765121799088,1,138,,,1765121799088,0
1765121799113,1,139,139,,,
1765121799113,1,139,,,1765121799119,6
1765121799139,1,140,140,,,
1765121799139,1,140,,,1765121799152,13
1765121799165,1,141,141,,,
1765121799165,1,141,,,1765121799183,18
1765121799190,1,142,142,,,
1765121799190,1,142,,,1765121799199,9
1765121799216,1,143,143,,,
1765121799216,1,143,,,1765121799232,16
1765121799241,1,144,144,,,
1765121799241,1,144,,,1765121799247,6
1765121799267,1,145,145,,,
1765121799267,1,145,,,1765121799279,12
1765121799293,1,146,146,,,
1765121799293,1,146,,,1765121799294,1
1765121799319,1,147,147,,,
1765121799319,1,147,,,1765121799326,7
1765121799345,1,148,148,,,
1765121799345,1,148,,,1765121799359,14
1765121799370,1,149,149,,,
1765121799370,1,149,,,1765121799376,6
1765121799396,1,150,150,,,
1765121799396,1,150,,,1765121799407,11
1765121799422,1,151,151,,,
1765121799422,1,151,,,1765121799423,1
1765121799448,1,152,152,,,
1765121799448,1,152,,,1765121799455,7
1765121799474,1,153,153,,,
1765121799474,1,153,,,1765121799487,13
1765121799500,1,154,154,,,
1765121799500,1,154,,,1765121799503,3
1765121799525,1,155,155,,,
1765121799525,1,155,,,1765121799534,9
1765121799551,1,156,156,,,
1765121799551,1,156,,,1765121799565,14
1765121799576,1,157,157,,,
1765121799576,1,157,,,1765121799581,5
1765121799603,1,158,158,,,
1765121799603,1,158,,,1765121799613,10
1765121799629,1,159,159,,,
1765121799629,1,159,,,1765121799645,16
1765121799655,1,160,160,,,
1765121799655,1,160,,,1765121799675,20
1765121799680,1,161,161,,,
1765121799680,1,161,,,1765121799691,11
1765121799706,1,162,162,,,
1765121799706,1,162,,,1765121799707,1
1765121799732,1,163,163,,,
1765121799732,1,163,,,1765121799739,7
1765121799758,1,164,164,,,
1765121799758,1,164,,,1765121799772,14
1765121799784,1,165,165,,,
1765121799784,1,165,,,1765121799788,4
1765121799809,1,166,166,,,
1765121799809,1,166,,,1765121799819,10
1765121799835,1,167,167,,,
1765121799835,1,167,,,1765121799850,15
1765121799860,1,168,168,,,
1765121799860,1,168,,,1765121799867,7
1765121799886,1,169,169,,,
1765121799886,1,169,,,1765121799899,13
1765121799912,1,170,170,,,
1765121799912,1,170,,,1765121799915,3
1765121799938,1,171,171,,,
1765121799938,1,171,,,1765121799947,9
1765121799964,1,172,172,,,
1765121799964,1,172,,,1765121799976,12
1765121799990,1,173,173,,,
1765121799990,1,173,,,1765121799992,2
1765121800016,1,174,174,,,
1765121800016,1,174,,,1765121800024,8
1765121800042,1,175,175,,,
1765121800042,1,175,,,1765121800055,13
1765121800068,1,176,176,,,
1765121800068,1,176,,,1765121800071,3
1765121800093,1,177,177,,,
1765121800093,1,177,,,1765121800104,11
1765121800119,1,178,178,,,
1765121800119,1,178,,,1765121800135,16
1765121800145,1,179,179,,,
1765121800145,1,179,,,1765121800151,6
1765121800170,1,180,180,,,
1765121800170,1,180,,,1765121800184,14
1765121800196,1,181,181,,,
1765121800196,1,181,,,1765121800200,4
1765121800222,1,182,182,,,
1765121800222,1,182,,,1765121800231,9
1765121800247,1,183,183,,,
1765121800247,1,183,,,1765121800262,15
1765121800273,1,184,184,,,
1765121800273,1,184,,,1765121800277,4
1765121800298,1,185,185,,,
1765121800298,1,185,,,1765121800308,10
1765121800324,1,186,186,,,
1765121800324,1,186,,,1765121800340,16
1765121800350,1,187,187,,,
1765121800350,1,187,,,1765121800356,6
1765121800376,1,188,188,,,
1765121800376,1,188,,,1765121800388,12
1765121800401,1,189,189,,,
1765121800401,1,189,,,1765121800404,3
1765121800427,1,190,190,,,
1765121800427,1,190,,,1765121800433,6
1765121800453,1,191,191,,,
1765121800453,1,191,,,1765121800466,13
1765121800478,1,192,192,,,
1765121800478,1,192,,,1765121800482,4
1765121800504,1,193,193,,,
1765121800504,1,193,,,1765121800513,9
1765121800529,1,194,194,,,
1765121800529,1,194,,,1765121800544,15
1765121800554,1,195,195,,,
1765121800554,1,195,,,1765121800559,5
1765121800580,1,196,196,,,
1765121800580,1,196,,,1765121800591,11
1765121800605,1,197,197,,,
1765121800605,1,197,,,1765121800608,3
1765121800631,1,198,198,,,
1765121800631,1,198,,,1765121800639,8
1765121800657,1,199,199,,,
1765121800657,1,199,,,1765121800672,15
1765121800682,1,200,200,,,
1765121800682,1,200,,,1765121800687,5
1765121800708,1,201,201,,,
1765121800733,1,202,202,,,
1765121800708,1,201,,,1765121800732,24
1765121800733,1,202,,,1765121800749,16
1765121800759,1,203,203,,,
1765121800759,1,203,,,1765121800764,5
1765121800785,1,204,204,,,
1765121800785,1,204,,,1765121800795,10
1765121800810,1,205,205,,,
1765121800810,1,205,,,1765121800811,1
1765121800836,1,206,206,,,
1765121800836,1,206,,,1765121800845,9
1765121800861,1,207,207,,,
1765121800861,1,207,,,1765121800877,16
1765121800887,1,208,208,,,
1765121800887,1,208,,,1765121800894,7
1765121800913,1,209,209,,,
1765121800913,1,209,,,1765121800925,12
1765121800938,1,210,210,,,
1765121800938,1,210,,,1765121800940,2
1765121800963,1,211,211,,,
1765121800963,1,211,,,1765121800971,8
1765121800989,1,212,212,,,
1765121800989,1,212,,,1765121801003,14
1765121801014,1,213,213,,,
1765121801014,1,213,,,1765121801019,5
1765121801039,1,214,214,,,
1765121801039,1,214,,,1765121801051,12
1765121801065,1,215,215,,,
1765121801065,1,215,,,1765121801067,2
1765121801090,1,216,216,,,
1765121801090,1,216,,,1765121801099,9
1765121801116,1,217,217,,,
1765121801116,1,217,,,1765121801132,16
1765121801142,1,218,218,,,
1765121801142,1,218,,,1765121801148,6
1765121801167,1,219,219,,,
1765121801167,1,219,,,1765121801180,13
1765121801193,1,220,220,,,
1765121801193,1,220,,,1765121801196,3
1765121801219,1,221,221,,,
1765121801219,1,221,,,1765121801226,7
1765121801244,1,222,222,,,
1765121801244,1,222,,,1765121801257,13
1765121801270,1,223,223,,,
1765121801270,1,223,,,1765121801273,3
1765121801295,1,224,224,,,
1765121801295,1,224,,,1765121801304,9
1765121801321,1,225,225,,,
1765121801321,1,225,,,1765121801335,14
1765121801347,1,226,226,,,
1765121801347,1,226,,,1765121801351,4
1765121801372,1,227,227,,,
1765121801372,1,227,,,1765121801383,11
1765121801398,1,228,228,,,
1765121801398,1,228,,,1765121801413,15
1765121801424,1,229,229,,,
1765121801424,1,229,,,1765121801429,5
1765121801450,1,230,230,,,
1765121801450,1,230,,,1765121801462,12
1765121801475,1,231,231,,,
1765121801475,1,231,,,1765121801479,4
1765121801501,1,232,232,,,
1765121801501,1,232,,,1765121801511,10
1765121801526,1,233,233,,,
1765121801526,1,233,,,1765121801541,15
1765121801552,1,234,234,,,
1765121801552,1,234,,,1765121801556,4
1765121801577,1,235,235,,,
1765121801577,1,235,,,1765121801589,12
1765121801603,1,236,236,,,
1765121801603,1,236,,,1765121801604,1
1765121801628,1,237,237,,,
1765121801628,1,237,,,1765121801638,10
1765121801655,1,238,238,,,
1765121801655,1,238,,,1765121801670,15
1765121801681,1,239,239,,,
1765121801681,1,239,,,1765121801687,6
1765121801707,1,240,240,,,
1765121801707,1,240,,,1765121801717,10
1765121801732,1,241,241,,,
1765121801732,1,241,,,1765121801748,16
1765121801758,1,242,242,,,
1765121801758,1,242,,,1765121801763,5
1765121801783,1,243,243,,,
1765121801783,1,243,,,1765121801795,12
1765121801809,1,244,244,,,
1765121801809,1,244,,,1765121801811,2
1765121801835,1,245,245,,,
1765121801835,1,245,,,1765121801843,8
1765121801860,1,246,246,,,
1765121801860,1,246,,,1765121801874,14
1765121801886,1,247,247,,,
1765121801886,1,247,,,1765121801891,5
1765121801911,1,248,248,,,
1765121801911,1,248,,,1765121801923,12
1765121801937,1,249,249,,,
1765121801937,1,249,,,1765121801939,2
1765121801962,1,250,250,,,
1765121801962,1,250,,,1765121801971,9
1765121801988,1,251,251,,,
1765121801988,1,251,,,1765121802003,15
1765121802014,1,252,252,,,
1765121802014,1,252,,,1765121802019,5
1765121802039,1,253,253,,,
1765121802039,1,253,,,1765121802051,12
1765121802065,1,254,254,,,
1765121802065,1,254,,,1765121802066,1
1765121802091,1,255,255,,,
1765121802091,1,255,,,1765121802098,7
1765121802116,1,256,256,,,
1765121802116,1,256,,,1765121802131,15
1765121802142,1,257,257,,,
1765121802142,1,257,,,1765121802147,5
1765121802168,1,258,258,,,
1765121802168,1,258,,,1765121802179,11
1765121802194,1,259,259,,,
1765121802194,1,259,,,1765121802194,0
1765121802220,1,260,260,,,
1765121802220,1,260,,,1765121802224,4
1765121802245,1,261,261,,,
1765121802245,1,261,,,1765121802256,11
1765121802271,1,262,262,,,
1765121802271,1,262,,,1765121802272,1
1765121802297,1,263,263,,,
1765121802297,2,263,263,,,
1765121802297,1,263,,,1765121802303,6
1765121802323,1,264,264,,,
1765121802323,2,264,264,,,
1765121802297,2,263,,,1765121802339,42
1765121802323,2,264,,,1765121802339,16
1765121802349,1,265,265,,,
1765121802349,2,265,265,,,
1765121802323,1,264,,,1765121802349,26
1765121802349,1,265,,,1765121802349,0
1765121802349,2,265,,,1765121802356,7
1765121802375,1,266,266,,,
1765121802375,2,266,266,,,
1765121802375,2,266,,,1765121802380,5
1765121802375,1,266,,,1765121802380,5
1765121802400,1,267,267,,,
1765121802400,2,267,267,,,
1765121802400,2,267,,,1765121802412,12
1765121802400,1,267,,,1765121802412,12
1765121802426,1,268,268,,,
1765121802426,2,268,268,,,
1765121802426,1,268,,,1765121802428,2
1765121802426,2,268,,,1765121802428,2
1765121802451,1,269,269,,,
1765121802451,2,269,269,,,
1765121802451,2,269,,,1765121802458,7
1765121802451,1,269,,,1765121802458,7
1765121802477,1,270,270,,,
1765121802477,2,270,270,,,
1765121802477,2,270,,,1765121802491,14
1765121802477,1,270,,,1765121802491,14
1765121802504,1,271,271,,,
1765121802504,2,271,271,,,
1765121802504,2,271,,,1765121802506,2
1765121802504,1,271,,,1765121802507,3
1765121802529,1,272,272,,,
1765121802529,2,272,272,,,
1765121802529,1,272,,,1765121802540,11
1765121802529,2,272,,,1765121802541,12
1765121802556,1,273,273,,,
1765121802556,2,273,273,,,
1765121802556,1,273,,,1765121802556,0
1765121802556,2,273,,,1765121802570,14
1765121802582,1,274,274,,,
1765121802582,2,274,274,,,
1765121802582,2,274,,,1765121802586,4
1765121802582,1,274,,,1765121802601,19
1765121802608,1,275,275,,,
1765121802608,2,275,275,,,
1765121802608,2,275,,,1765121802617,9
1765121802608,1,275,,,1765121802617,9
1765121802634,1,276,276,,,
1765121802634,2,276,276,,,
1765121802634,1,276,,,1765121802649,15
1765121802634,2,276,,,1765121802649,15
1765121802660,1,277,277,,,
1765121802660,2,277,277,,,
1765121802660,1,277,,,1765121802665,5
1765121802660,2,277,,,1765121802665,5
1765121802686,1,278,278,,,
1765121802686,2,278,278,,,
1765121802686,1,278,,,1765121802695,9
1765121802686,2,278,,,1765121802696,10
1765121802713,1,279,279,,,
1765121802713,2,279,279,,,
1765121802713,2,279,,,1765121802727,14
1765121802713,1,279,,,1765121802728,15
1765121802738,1,280,280,,,
1765121802738,2,280,280,,,
1765121802738,2,280,,,1765121802743,5
1765121802738,1,280,,,1765121802743,5
1765121802764,1,281,281,,,
