snapshot_id,server_timestamp_ms,recv_time_ms,latency_ms
0,1765110211604,1765110211616,12
1,1765110211629,1765110211633,4
2,1765110211655,1765110211659,4
3,1765110211681,1765110211692,11
4,1765110211706,1765110211708,2
5,1765110211732,1765110211756,24
6,1765110211757,1765110211772,15
7,1765110211783,1765110211789,6
8,1765110211809,1765110211820,11
9,1765110211836,1765110211851,15
10,1765110211861,1765110211866,5
11,1765110211887,1765110211913,26
12,1765110211913,1765110211914,1
13,1765110211939,1765110211946,7
14,1765110211964,1765110211977,13
15,1765110211989,1765110211996,7
16,1765110212015,1765110212027,12
17,1765110212040,1765110212043,3
18,1765110212066,1765110212076,10
19,1765110212092,1765110212107,15
20,1765110212117,1765110212123,6
21,1765110212143,1765110212154,11
22,1765110212168,1765110212170,2
23,1765110212194,1765110212202,8
24,1765110212219,1765110212233,14
25,1765110212245,1765110212249,4
26,1765110212270,1765110212281,11
27,1765110212296,1765110212298,2
28,1765110212322,1765110212330,8
29,1765110212347,1765110212362,15
30,1765110212373,1765110212378,5
31,1765110212398,1765110212410,12
32,1765110212425,1765110212427,2
33,1765110212451,1765110212456,5
34,1765110212477,1765110212488,11
35,1765110212504,1765110212504,0
36,1765110212529,1765110212535,6
37,1765110212555,1765110212567,12
38,1765110212580,1765110212583,3
39,1765110212606,1765110212614,8
40,1765110212632,1765110212646,14
41,1765110212657,1765110212662,5
42,1765110212683,1765110212694,11
43,1765110212709,1765110212710,1
44,1765110212735,1765110212741,6
45,1765110212761,1765110212775,14
46,1765110212786,1765110212790,4
47,1765110212812,1765110212823,11
48,1765110212838,1765110212838,0
49,1765110212864,1765110212869,5
50,1765110212889,1765110212899,10
51,1765110212915,1765110212931,16
52,1765110212940,1765110212947,7
53,1765110212966,1765110212979,13
54,1765110212991,1765110212994,3
55,1765110213017,1765110213026,9
56,1765110213043,1765110213057,14
57,1765110213068,1765110213073,5
58,1765110213094,1765110213106,12
59,1765110213120,1765110213122,2
60,1765110213145,1765110213154,9
61,1765110213171,1765110213186,15
62,1765110213196,1765110213202,6
63,1765110213222,1765110213233,11
64,1765110213247,1765110213250,3
65,1765110213273,1765110213282,9
66,1765110213299,1765110213315,16
67,1765110213324,1765110213330,6
68,1765110213350,1765110213362,12
69,1765110213375,1765110213377,2
70,1765110213401,1765110213409,8
71,1765110213427,1765110213441,14
72,1765110213452,1765110213457,5
73,1765110213478,1765110213490,12
74,1765110213503,1765110213505,2
75,1765110213529,1765110213539,10
76,1765110213554,1765110213554,0
77,1765110213580,1765110213586,6
78,1765110213605,1765110213617,12
79,1765110213631,1765110213633,2
80,1765110213657,1765110213665,8
81,1765110213682,1765110213700,18
82,1765110213708,1765110213728,20
83,1765110213734,1765110213744,10
84,1765110213760,1765110213775,15
85,1765110213786,1765110213791,5
86,1765110213812,1765110213821,9
87,1765110213838,1765110214061,223
88,1765110213863,1765110214061,198
89,1765110213889,1765110214061,172
90,1765110213915,1765110214061,146
91,1765110213941,1765110214061,120
92,1765110213966,1765110214061,95
93,1765110213992,1765110214061,69
94,1765110214017,1765110214061,44
95,1765110214043,1765110214061,18
96,1765110214068,1765110214091,23
97,1765110214094,1765110214107,13
98,1765110214119,1765110214123,4
99,1765110214145,1765110214156,11
100,1765110214171,1765110214187,16
101,1765110214197,1765110214203,6
102,1765110214223,1765110214234,11
103,1765110214248,1765110214250,2
104,1765110214274,1765110214283,9
105,1765110214299,1765110214315,16
106,1765110214324,1765110214331,7
107,1765110214350,1765110214364,14
108,1765110214375,1765110214380,5
109,1765110214401,1765110214411,10
110,1765110214427,1765110214443,16
111,1765110214452,1765110214459,7
112,1765110214478,1765110214491,13
113,1765110214503,1765110214506,3
114,1765110214528,1765110214537,9
115,1765110214554,1765110214570,16
116,1765110214579,1765110214585,6
117,1765110214605,1765110214617,12
118,1765110214631,1765110214632,1
119,1765110214656,1765110214664,8
120,1765110214682,1765110214696,14
121,1765110214707,1765110214712,5
122,1765110214733,1765110214743,10
123,1765110214758,1765110214775,17
124,1765110214784,1765110214791,7
125,1765110214810,1765110214822,12
126,1765110214835,1765110214838,3
127,1765110214860,1765110214869,9
128,1765110214886,1765110214900,14
129,1765110214911,1765110214916,5
130,1765110214937,1765110214948,11
131,1765110214962,1765110214964,2
132,1765110214988,1765110214996,8
133,1765110215013,1765110215029,16
134,1765110215039,1765110215045,6
135,1765110215065,1765110215079,14
136,1765110215091,1765110215095,4
137,1765110215116,1765110215126,10
138,1765110215142,1765110215159,17
139,1765110215168,1765110215174,6
140,1765110215193,1765110215206,13
141,1765110215219,1765110215221,2
142,1765110215245,1765110215252,7
143,1765110215270,1765110215283,13
144,1765110215296,1765110215299,3
145,1765110215321,1765110215331,10
146,1765110215347,1765110215363,16
147,1765110215372,1765110215379,7
148,1765110215398,1765110215411,13
149,1765110215424,1765110215440,16
150,1765110215450,1765110215456,6
151,1765110215475,1765110215487,12
152,1765110215501,1765110215503,2
153,1765110215526,1765110215535,9
154,1765110215552,1765110215566,14
155,1765110215578,1765110215582,4
156,1765110215603,1765110215614,11
157,1765110215628,1765110215629,1
158,1765110215654,1765110215660,6
159,1765110215679,1765110215691,12
160,1765110215704,1765110215706,2
161,1765110215730,1765110215738,8
162,1765110215755,1765110215771,16
163,1765110215781,1765110215786,5
164,1765110215807,1765110215818,11
165,1765110215833,1765110215863,30
166,1765110215859,1765110215863,4
167,1765110215885,1765110215895,10
168,1765110215910,1765110215911,1
169,1765110215936,1765110215943,7
170,1765110215962,1765110215973,11
171,1765110215987,1765110215989,2
172,1765110216012,1765110216021,9
173,1765110216038,1765110216052,14
174,1765110216063,1765110216067,4
175,1765110216089,1765110216099,10
176,1765110216114,1765110216115,1
177,1765110216140,1765110216148,8
178,1765110216166,1765110216196,30
179,1765110216192,1765110216196,4
180,1765110216218,1765110216228,10
181,1765110216243,1765110216259,16
182,1765110216269,1765110216274,5
183,1765110216294,1765110216307,13
184,1765110216320,1765110216322,2
185,1765110216346,1765110216355,9
186,1765110216371,1765110216401,30
187,1765110216397,1765110216401,4
188,1765110216423,1765110216433,10
189,1765110216449,1765110216465,16
190,1765110216475,1765110216480,5
191,1765110216500,1765110216511,11
192,1765110216526,1765110216527,1
193,1765110216551,1765110216558,7
194,1765110216577,1765110216591,14
195,1765110216602,1765110216606,4
196,1765110216627,1765110216638,11
197,1765110216653,1765110216654,1
198,1765110216679,1765110216686,7
199,1765110216705,1765110216717,12
200,1765110216730,1765110216733,3
201,1765110216756,1765110216764,8
202,1765110216782,1765110216796,14
203,1765110216808,1765110216812,4
204,1765110216833,1765110216859,26
205,1765110216859,1765110216876,17
206,1765110216885,1765110216893,8
207,1765110216910,1765110216925,15
208,1765110216936,1765110216942,6
209,1765110216962,1765110216976,14
210,1765110216987,1765110216991,4
211,1765110217013,1765110217023,10
212,1765110217038,1765110217054,16
213,1765110217064,1765110217070,6
214,1765110217090,1765110217102,12
215,1765110217115,1765110217118,3
216,1765110217141,1765110217149,8
217,1765110217166,1765110217180,14
218,1765110217192,1765110217196,4
219,1765110217217,1765110217228,11
220,1765110217243,1765110217244,1
221,1765110217268,1765110217275,7
222,1765110217293,1765110217307,14
223,1765110217319,1765110217323,4
224,1765110217345,1765110217355,10
225,1765110217370,1765110217387,17
226,1765110217396,1765110217403,7
227,1765110217422,1765110217434,12
228,1765110217448,1765110217450,2
229,1765110217475,1765110217482,7
230,1765110217502,1765110217514,12
231,1765110217527,1765110217531,4
232,1765110217553,1765110217562,9
233,1765110217579,1765110217594,15
234,1765110217605,1765110217609,4
235,1765110217631,1765110217641,10
236,1765110217656,1765110217672,16
237,1765110217682,1765110217688,6
238,1765110217708,1765110217720,12
239,1765110217733,1765110217737,4
240,1765110217758,1765110217768,10
241,1765110217784,1765110217799,15
242,1765110217809,1765110217815,6
243,1765110217834,1765110217847,13
244,1765110217860,1765110217863,3
245,1765110217886,1765110217894,8
246,1765110217911,1765110217925,14
247,1765110217937,1765110217941,4
248,1765110217962,1765110217973,11
249,1765110217988,1765110217988,0
250,1765110218013,1765110218020,7
251,1765110218039,1765110218052,13
252,1765110218064,1765110218068,4
253,1765110218090,1765110218100,10
254,1765110218115,1765110218118,3
255,1765110218141,1765110218150,9
256,1765110218166,1765110218182,16
257,1765110218192,1765110218198,6
258,1765110218217,1765110218230,13
259,1765110218243,1765110218248,5
260,1765110218268,1765110218276,8
261,1765110218294,1765110218308,14
262,1765110218319,1765110218324,5
263,1765110218345,1765110218355,10
264,1765110218370,1765110218386,16
265,1765110218396,1765110218402,6
266,1765110218421,1765110218433,12
267,1765110218447,1765110218449,2
268,1765110218472,1765110218482,10
269,1765110218498,1765110218514,16
270,1765110218524,1765110218530,6
271,1765110218549,1765110218562,13
272,1765110218575,1765110218579,4
273,1765110218601,1765110218611,10
274,1765110218627,1765110218644,17
275,1765110218653,1765110218659,6
276,1765110218679,1765110218691,12
277,1765110218705,1765110218707,2
278,1765110218730,1765110218738,8
279,1765110218756,1765110218769,13
280,1765110218781,1765110218784,3
281,1765110218807,1765110218815,8
282,1765110218832,1765110218846,14
283,1765110218857,1765110218861,4
284,1765110218883,1765110218893,10
285,1765110218909,1765110218925,16
286,1765110218935,1765110218940,5
287,1765110218960,1765110218971,11
288,1765110218986,1765110218987,1
289,1765110219011,1765110219018,7
290,1765110219037,1765110219049,12
291,1765110219062,1765110219065,3
292,1765110219088,1765110219096,8
293,1765110219113,1765110219127,14
294,1765110219139,1765110219143,4
295,1765110219164,1765110219175,11
296,1765110219190,1765110219207,17
297,1765110219216,1765110219238,22
298,1765110219241,1765110219270,29
299,1765110219267,1765110219270,3
300,1765110219293,1765110219302,9
301,1765110219318,1765110219332,14
302,1765110219344,1765110219348,4
303,1765110219369,1765110219379,10
304,1765110219395,1765110219411,16
305,1765110219420,1765110219426,6
306,1765110219446,1765110219458,12
307,1765110219471,1765110219474,3
308,1765110219497,1765110219506,9
309,1765110219523,1765110219538,15
310,1765110219549,1765110219554,5
311,1765110219574,1765110219587,13
312,1765110219600,1765110219602,2
313,1765110219625,1765110219634,9
314,1765110219650,1765110219664,14
315,1765110219676,1765110219680,4
316,1765110219702,1765110219712,10
317,1765110219727,1765110219727,0
318,1765110219752,1765110219758,6
319,1765110219778,1765110219789,11
320,1765110219803,1765110219804,1
321,1765110219829,1765110219837,8
322,1765110219854,1765110219868,14
323,1765110219880,1765110219884,4
324,1765110219905,1765110219914,9
325,1765110219930,1765110219946,16
326,1765110219956,1765110219962,6
327,1765110219982,1765110219993,11
328,1765110220007,1765110220008,1
329,1765110220033,1765110220040,7
330,1765110220059,1765110220072,13
331,1765110220085,1765110220088,3
332,1765110220111,1765110220119,8
333,1765110220136,1765110220150,14
334,1765110220162,1765110220166,4
335,1765110220188,1765110220198,10
336,1765110220214,1765110220229,15
337,1765110220239,1765110220245,6
338,1765110220265,1765110220278,13
339,1765110220290,1765110220309,19
340,1765110220316,1765110220325,9
341,1765110220341,1765110220357,16
342,1765110220367,1765110220372,5
343,1765110220393,1765110220404,11
344,1765110220418,1765110220419,1
345,1765110220443,1765110220452,9
346,1765110220469,1765110220483,14
347,1765110220494,1765110220501,7
348,1765110220520,1765110220532,12
349,1765110220545,1765110220548,3
350,1765110220571,1765110220579,8
351,1765110220596,1765110220612,16
352,1765110220622,1765110220628,6
353,1765110220648,1765110220660,12
354,1765110220673,1765110220675,2
355,1765110220698,1765110220707,9
356,1765110220724,1765110220739,15
357,1765110220750,1765110220754,4
358,1765110220775,1765110220787,12
359,1765110220800,1765110220803,3
360,1765110220826,1765110220836,10
361,1765110220851,1765110220867,16
362,1765110220877,1765110220882,5
363,1765110220902,1765110220914,12
364,1765110220928,1765110220930,2
365,1765110220953,1765110220961,8
366,1765110220978,1765110220993,15
367,1765110221004,1765110221009,5
368,1765110221029,1765110221040,11
369,1765110221055,1765110221055,0
370,1765110221080,1765110221087,7
371,1765110221106,1765110221119,13
372,1765110221132,1765110221135,3
373,1765110221158,1765110221166,8
374,1765110221184,1765110221198,14
375,1765110221209,1765110221214,5
376,1765110221235,1765110221246,11
377,1765110221262,1765110221262,0
378,1765110221288,1765110221294,6
379,1765110221314,1765110221340,26
380,1765110221340,1765110221340,0
381,1765110221365,1765110221372,7
382,1765110221391,1765110221404,13
383,1765110221416,1765110221421,5
384,1765110221442,1765110221454,12
385,1765110221468,1765110221485,17
386,1765110221493,1765110221502,9
387,1765110221519,1765110221533,14
388,1765110221544,1765110221549,5
389,1765110221571,1765110221581,10
390,1765110221596,1765110221597,1
391,1765110221622,1765110221629,7
392,1765110221648,1765110221660,12
393,1765110221674,1765110221676,2
394,1765110221700,1765110221707,7
395,1765110221725,1765110221740,15
396,1765110221751,1765110221756,5
397,1765110221776,1765110221787,11
398,1765110221802,1765110221802,0
399,1765110221828,1765110221834,6
400,1765110221854,1765110221880,26
401,1765110221880,1765110221880,0
402,1765110221906,1765110221926,20
403,1765110221931,1765110221941,10
404,1765110221957,1765110221972,15
405,1765110221983,1765110221989,6
406,1765110222008,1765110222020,12
407,1765110222034,1765110222035,1
408,1765110222059,1765110222067,8
409,1765110222084,1765110222098,14
410,1765110222110,1765110222114,4
411,1765110222136,1765110222145,9
412,1765110222161,1765110222177,16
413,1765110222187,1765110222193,6
414,1765110222213,1765110222224,11
415,1765110222238,1765110222239,1
416,1765110222264,1765110222272,8
417,1765110222289,1765110222303,14
